order_id,order_time,branch,staff,customer_id,customer_segment,item,qty,gross,discount,net_sales,cost,margin
O01349,2026-03-29 03:24:44.438373,Siam,Bank,C0036,active,Classic Burger,2,440,30,410,162.93,247.07
O01835,2026-03-29 03:33:44.438373,Ari,Ploy,C0043,new,Set Menu,2,240,10,230,91.24,138.76
O00985,2026-03-29 03:53:44.438373,Thonglor,Mek,C0339,at_risk,Protein Shake,3,270,30,240,132.95,107.05
O00952,2026-03-29 04:26:44.438373,Siam,Bank,C0473,active,Classic Burger,1,220,30,190,88.27,101.73
O00054,2026-03-29 04:54:44.438373,Ari,Jane,C0069,active,Signature Latte,2,520,20,500,258.81,241.19
O01397,2026-03-29 05:01:44.438373,Thonglor,Jane,C0643,active,Protein Shake,2,440,20,420,180.01,239.99
O01204,2026-03-29 07:00:44.438373,Ari,Nok,C0623,at_risk,Set Menu,3,660,0,660,405.48,254.52
O01680,2026-03-29 07:13:44.438373,Thonglor,Nok,C0257,new,Set Menu,3,360,10,350,214.56,135.44
O01419,2026-03-29 07:25:44.438373,Siam,Mek,C0331,active,Protein Shake,2,240,30,210,113.15,96.85
O01800,2026-03-29 07:31:44.438373,Thonglor,Nok,C0347,at_risk,Classic Burger,1,120,20,100,54.39,45.61
O00515,2026-03-29 08:40:44.438373,Thonglor,Mek,C0474,active,Protein Shake,1,180,20,160,76.07,83.93
O00855,2026-03-29 13:00:44.438373,Siam,Bank,C0684,at_risk,Signature Latte,1,90,10,80,35.63,44.37
O01236,2026-03-29 13:30:44.438373,Ari,Bank,C0156,new,Signature Latte,2,300,30,270,126.15,143.85
O02228,2026-03-29 13:40:44.438373,Ari,Tum,C0689,active,Set Menu,3,780,20,760,327.64,432.36
O00508,2026-03-29 14:00:44.438373,Siam,Tum,C0504,at_risk,Cocktail,1,180,20,160,69.78,90.22
O01587,2026-03-29 14:17:44.438373,Thonglor,Mek,C0484,new,Signature Latte,2,520,30,490,225.44,264.56
O01762,2026-03-29 14:32:44.438373,Thonglor,Tum,C0641,new,Signature Latte,1,180,30,150,58.88,91.12
O00108,2026-03-29 15:05:44.438373,Ari,Nok,C0177,at_risk,Protein Shake,1,150,0,150,74.94,75.06
O00450,2026-03-29 15:30:44.438373,Thonglor,Mek,C0468,at_risk,Cocktail,1,220,20,200,99.72,100.28
O01973,2026-03-29 16:03:44.438373,Thonglor,Mek,C0219,active,Craft Beer,2,440,0,440,231.68,208.32
O01797,2026-03-29 17:25:44.438373,Siam,Ploy,C0460,new,Set Menu,1,150,30,120,60.01,59.99
O00903,2026-03-29 17:36:44.438373,Ari,Jane,C0177,at_risk,Protein Shake,2,360,20,340,158.56,181.44
O00602,2026-03-29 18:32:44.438373,Siam,Tum,C0035,at_risk,Cocktail,1,220,0,220,115.17,104.83
O02496,2026-03-29 19:04:44.438373,Ari,Jane,C0477,active,Signature Latte,3,270,0,270,145.51,124.49
O00413,2026-03-29 20:41:44.438373,Siam,Bank,C0530,at_risk,Cocktail,3,360,20,340,172.86,167.14
O01617,2026-03-29 21:24:44.438373,Thonglor,Tum,C0055,active,Craft Beer,3,360,0,360,142.4,217.6
O00265,2026-03-29 22:46:44.438373,Ari,Mek,C0305,active,Signature Latte,2,240,30,210,92.73,117.27
O01719,2026-03-29 23:12:44.438373,Thonglor,Bank,C0544,new,Craft Beer,1,220,0,220,134.22,85.78
O02158,2026-03-29 23:34:44.438373,Thonglor,Ploy,C0568,active,Craft Beer,2,300,10,290,163.41,126.59
O00830,2026-03-29 23:35:44.438373,Ari,Nok,C0208,at_risk,Cocktail,2,180,10,170,97.09,72.91
O01662,2026-03-30 00:12:44.438373,Thonglor,Bank,C0151,at_risk,Protein Shake,2,520,0,520,216.18,303.82
O02200,2026-03-30 01:21:44.438373,Siam,Bank,C0274,active,Set Menu,2,240,0,240,140.2,99.8
O02059,2026-03-30 01:21:44.438373,Siam,Nok,C0289,at_risk,Classic Burger,1,220,30,190,114.79,75.21
O01586,2026-03-30 01:50:44.438373,Thonglor,Bank,C0438,new,Protein Shake,1,90,0,90,47.48,42.52
O00182,2026-03-30 03:38:44.438373,Siam,Ploy,C0513,active,Cocktail,1,180,0,180,87.01,92.99
O02359,2026-03-30 04:14:44.438373,Thonglor,Bank,C0671,new,Signature Latte,2,300,20,280,117.44,162.56
O01625,2026-03-30 06:53:44.438373,Ari,Nok,C0653,active,Classic Burger,3,780,0,780,315.29,464.71
O02431,2026-03-30 07:59:44.438373,Siam,Nok,C0083,at_risk,Cocktail,2,360,20,340,189.91,150.09
O00580,2026-03-30 08:54:44.438373,Ari,Tum,C0589,active,Signature Latte,1,90,10,80,43.25,36.75
O01458,2026-03-30 09:28:44.438373,Ari,Ploy,C0214,active,Protein Shake,2,300,10,290,145.71,144.29
O02183,2026-03-30 09:34:44.438373,Ari,Nok,C0243,new,Protein Shake,1,120,0,120,69.56,50.44
O00183,2026-03-30 09:53:44.438373,Ari,Jane,C0305,at_risk,Classic Burger,2,180,10,170,94.65,75.35
O00426,2026-03-30 10:54:44.438373,Siam,Nok,C0103,active,Signature Latte,2,440,0,440,261.78,178.22
O01429,2026-03-30 13:35:44.438373,Ari,Mek,C0013,at_risk,Craft Beer,1,120,30,90,54.16,35.84
O00603,2026-03-30 14:34:44.438373,Siam,Nok,C0123,at_risk,Set Menu,1,90,10,80,34.58,45.42
O01964,2026-03-30 14:36:44.438373,Ari,Mek,C0066,new,Set Menu,2,180,30,150,67.12,82.88
O01251,2026-03-30 15:33:44.438373,Siam,Ploy,C0369,at_risk,Set Menu,1,120,20,100,50.19,49.81
O01361,2026-03-30 16:06:44.438373,Siam,Nok,C0538,new,Set Menu,2,180,30,150,82.67,67.33
O00513,2026-03-30 17:22:44.438373,Thonglor,Bank,C0121,active,Cocktail,3,660,0,660,287.47,372.53
O01194,2026-03-30 17:53:44.438373,Thonglor,Bank,C0398,at_risk,Cocktail,1,260,0,260,124.58,135.42
O01694,2026-03-30 18:01:44.438373,Thonglor,Mek,C0195,at_risk,Classic Burger,1,180,30,150,79.51,70.49
O02302,2026-03-30 18:48:44.438373,Thonglor,Nok,C0488,active,Classic Burger,1,90,20,70,42.49,27.51
O01305,2026-03-30 19:15:44.438373,Siam,Ploy,C0263,new,Signature Latte,3,540,10,530,236.27,293.73
O01528,2026-03-30 19:22:44.438373,Thonglor,Jane,C0664,at_risk,Classic Burger,1,90,20,70,38.43,31.57
O02086,2026-03-30 20:00:44.438373,Siam,Bank,C0089,active,Cocktail,1,180,0,180,78.33,101.67
O00554,2026-03-30 20:13:44.438373,Thonglor,Mek,C0519,active,Craft Beer,3,540,0,540,213.16,326.84
O00756,2026-03-30 20:13:44.438373,Ari,Mek,C0330,at_risk,Protein Shake,2,240,0,240,108.82,131.18
O00115,2026-03-30 20:16:44.438373,Siam,Tum,C0288,at_risk,Protein Shake,1,90,20,70,30.6,39.4
O02323,2026-03-30 20:35:44.438373,Siam,Bank,C0680,active,Classic Burger,2,440,20,420,252.42,167.58
O00476,2026-03-30 21:05:44.438373,Siam,Bank,C0417,at_risk,Signature Latte,1,180,0,180,101.82,78.18
O01414,2026-03-31 00:07:44.438373,Ari,Bank,C0360,at_risk,Set Menu,2,360,20,340,178.87,161.13
O01357,2026-03-31 00:16:44.438373,Siam,Ploy,C0432,active,Protein Shake,3,450,0,450,202.82,247.18
O01563,2026-03-31 00:20:44.438373,Siam,Tum,C0538,active,Protein Shake,3,450,20,430,208.51,221.49
O01362,2026-03-31 04:54:44.438373,Ari,Bank,C0685,at_risk,Cocktail,1,90,30,60,31.73,28.27
O02478,2026-03-31 04:56:44.438373,Siam,Bank,C0028,active,Set Menu,3,540,0,540,260.38,279.62
O02156,2026-03-31 05:10:44.438373,Ari,Tum,C0556,active,Set Menu,2,440,0,440,232.68,207.32
O02044,2026-03-31 05:17:44.438373,Ari,Nok,C0357,active,Signature Latte,2,300,10,290,170.78,119.22
O02386,2026-03-31 06:10:44.438373,Siam,Bank,C0426,active,Cocktail,2,360,10,350,154.78,195.22
O00220,2026-03-31 07:07:44.438373,Siam,Tum,C0289,at_risk,Cocktail,2,240,0,240,138.57,101.43
O01717,2026-03-31 07:47:44.438373,Siam,Bank,C0527,new,Cocktail,1,180,10,170,76.57,93.43
O02244,2026-03-31 08:19:44.438373,Thonglor,Tum,C0556,active,Craft Beer,1,150,0,150,71.22,78.78
O01865,2026-03-31 08:32:44.438373,Siam,Bank,C0065,at_risk,Craft Beer,2,440,20,420,237.56,182.44
O01269,2026-03-31 08:37:44.438373,Siam,Jane,C0428,new,Classic Burger,3,540,30,510,244.02,265.98
O01461,2026-03-31 10:26:44.438373,Siam,Ploy,C0520,active,Classic Burger,1,90,10,80,47.6,32.4
O01150,2026-03-31 11:08:44.438373,Siam,Mek,C0046,active,Cocktail,2,520,0,520,254.29,265.71
O01543,2026-03-31 11:20:44.438373,Ari,Ploy,C0435,at_risk,Classic Burger,1,120,30,90,48.91,41.09
O00219,2026-03-31 11:23:44.438373,Siam,Ploy,C0578,new,Protein Shake,3,450,20,430,247.89,182.11
O00719,2026-03-31 13:51:44.438373,Siam,Bank,C0181,new,Classic Burger,2,240,30,210,103.35,106.65
O01710,2026-03-31 15:28:44.438373,Ari,Nok,C0218,active,Protein Shake,2,180,30,150,75.33,74.67
O01218,2026-03-31 15:32:44.438373,Siam,Jane,C0181,active,Signature Latte,1,180,10,170,91.72,78.28
O00720,2026-03-31 16:53:44.438373,Siam,Mek,C0559,active,Cocktail,2,300,0,300,158.75,141.25
O01064,2026-03-31 17:06:44.438373,Siam,Jane,C0416,active,Protein Shake,1,260,0,260,122.37,137.63
O01914,2026-03-31 18:36:44.438373,Thonglor,Ploy,C0165,at_risk,Protein Shake,1,150,20,130,76.2,53.8
O01903,2026-03-31 19:40:44.438373,Siam,Tum,C0224,new,Classic Burger,2,520,30,490,219.6,270.4
O01257,2026-03-31 20:58:44.438373,Siam,Ploy,C0385,at_risk,Signature Latte,1,120,0,120,53.82,66.18
O00084,2026-03-31 21:52:44.438373,Ari,Mek,C0623,at_risk,Signature Latte,1,220,0,220,88.19,131.81
O01862,2026-03-31 22:21:44.438373,Thonglor,Ploy,C0443,active,Signature Latte,1,220,0,220,127.16,92.84
O00821,2026-04-01 00:38:44.438373,Siam,Nok,C0011,active,Classic Burger,1,150,20,130,76.59,53.41
O01428,2026-04-01 02:20:44.438373,Thonglor,Ploy,C0660,active,Cocktail,1,150,10,140,75.91,64.09
O00800,2026-04-01 02:57:44.438373,Siam,Nok,C0633,at_risk,Set Menu,2,240,30,210,124.59,85.41
O00899,2026-04-01 04:01:44.438373,Ari,Bank,C0076,active,Craft Beer,2,360,20,340,174.03,165.97
O01097,2026-04-01 04:14:44.438373,Thonglor,Nok,C0419,at_risk,Set Menu,1,90,10,80,38.88,41.12
O02346,2026-04-01 04:53:44.438373,Siam,Jane,C0085,active,Classic Burger,1,90,20,70,39.5,30.5
O01527,2026-04-01 04:59:44.438373,Siam,Jane,C0410,active,Cocktail,1,150,0,150,64.03,85.97
O01210,2026-04-01 05:44:44.438373,Ari,Mek,C0219,new,Cocktail,2,240,10,230,136.23,93.77
O01526,2026-04-01 06:37:44.438373,Siam,Nok,C0363,new,Craft Beer,1,90,0,90,35.33,54.67
O01956,2026-04-01 06:50:44.438373,Ari,Jane,C0010,new,Classic Burger,2,240,0,240,94.49,145.51
O01759,2026-04-01 07:20:44.438373,Ari,Bank,C0408,at_risk,Cocktail,2,300,10,290,179.46,110.54
O01893,2026-04-01 07:55:44.438373,Ari,Bank,C0308,at_risk,Protein Shake,1,260,10,250,135.63,114.37
O00604,2026-04-01 08:15:44.438373,Ari,Jane,C0560,at_risk,Classic Burger,2,440,0,440,199.71,240.29
O01048,2026-04-01 09:48:44.438373,Siam,Nok,C0626,new,Classic Burger,1,220,0,220,100.17,119.83
O00838,2026-04-01 10:32:44.438373,Thonglor,Ploy,C0443,active,Signature Latte,1,150,20,130,71.31,58.69
O01451,2026-04-01 12:00:44.438373,Siam,Ploy,C0367,active,Craft Beer,1,180,30,150,77.49,72.51
O00284,2026-04-01 12:21:44.438373,Thonglor,Ploy,C0516,at_risk,Cocktail,2,520,0,520,279.38,240.62
O00664,2026-04-01 12:39:44.438373,Ari,Nok,C0530,at_risk,Set Menu,1,260,0,260,104.77,155.23
O00340,2026-04-01 14:01:44.438373,Thonglor,Nok,C0561,active,Signature Latte,3,360,0,360,207.97,152.03
O01741,2026-04-01 15:39:44.438373,Siam,Tum,C0073,active,Craft Beer,1,220,10,210,104.58,105.42
O01117,2026-04-01 17:26:44.438373,Siam,Nok,C0047,active,Set Menu,3,450,0,450,223.71,226.29
O01643,2026-04-01 19:17:44.438373,Siam,Jane,C0646,active,Classic Burger,2,440,0,440,190.73,249.27
O01104,2026-04-01 19:26:44.438373,Thonglor,Jane,C0236,active,Signature Latte,2,300,0,300,146.55,153.45
O01240,2026-04-01 20:11:44.438373,Siam,Mek,C0133,at_risk,Craft Beer,1,220,30,190,101.5,88.5
O02083,2026-04-01 21:54:44.438373,Ari,Bank,C0554,at_risk,Cocktail,2,240,30,210,115.56,94.44
O00321,2026-04-01 22:08:44.438373,Ari,Ploy,C0435,at_risk,Protein Shake,1,180,30,150,72.99,77.01
O02428,2026-04-01 23:39:44.438373,Thonglor,Jane,C0459,at_risk,Cocktail,1,220,30,190,114.43,75.57
O00445,2026-04-02 00:41:44.438373,Thonglor,Jane,C0675,active,Set Menu,1,220,10,210,120.46,89.54
O01757,2026-04-02 00:57:44.438373,Thonglor,Jane,C0666,active,Signature Latte,2,240,20,220,114.44,105.56
O01990,2026-04-02 01:05:44.438373,Thonglor,Nok,C0379,at_risk,Set Menu,2,300,0,300,164.93,135.07
O01972,2026-04-02 02:43:44.438373,Siam,Nok,C0107,active,Protein Shake,1,90,30,60,34.44,25.56
O01173,2026-04-02 03:27:44.438373,Thonglor,Tum,C0264,active,Craft Beer,3,270,30,240,127.72,112.28
O00753,2026-04-02 04:50:44.438373,Siam,Tum,C0579,new,Classic Burger,3,660,30,630,385.21,244.79
O01220,2026-04-02 05:13:44.438373,Siam,Jane,C0309,active,Classic Burger,1,120,0,120,57.33,62.67
O01660,2026-04-02 07:47:44.438373,Ari,Bank,C0293,at_risk,Set Menu,1,260,30,230,103.26,126.74
O01015,2026-04-02 08:09:44.438373,Siam,Bank,C0114,at_risk,Cocktail,1,150,30,120,58.18,61.82
O00069,2026-04-02 08:38:44.438373,Thonglor,Nok,C0645,at_risk,Set Menu,1,90,30,60,23.61,36.39
O00495,2026-04-02 08:44:44.438373,Siam,Jane,C0335,at_risk,Cocktail,1,90,0,90,46.68,43.32
O00169,2026-04-02 08:55:44.438373,Siam,Ploy,C0317,at_risk,Cocktail,1,120,0,120,50.42,69.58
O00103,2026-04-02 09:14:44.438373,Thonglor,Ploy,C0460,new,Classic Burger,3,360,0,360,158.92,201.08
O02280,2026-04-02 10:35:44.438373,Thonglor,Tum,C0389,active,Classic Burger,1,150,0,150,60.8,89.2
O00324,2026-04-02 10:59:44.438373,Siam,Bank,C0558,new,Cocktail,2,520,10,510,261.04,248.96
O02405,2026-04-02 13:35:44.438373,Thonglor,Bank,C0113,at_risk,Cocktail,3,270,0,270,138.1,131.9
O00524,2026-04-02 14:14:44.438373,Thonglor,Ploy,C0138,active,Classic Burger,2,440,10,430,265.07,164.93
O00429,2026-04-02 15:12:44.438373,Ari,Ploy,C0429,active,Protein Shake,2,300,0,300,152.27,147.73
O00440,2026-04-02 15:18:44.438373,Siam,Jane,C0156,active,Cocktail,1,260,10,250,133.18,116.82
O00873,2026-04-02 16:27:44.438373,Ari,Bank,C0082,new,Craft Beer,2,440,0,440,257.78,182.22
O02233,2026-04-02 16:46:44.438373,Ari,Mek,C0359,at_risk,Craft Beer,3,780,0,780,328.29,451.71
O00228,2026-04-02 16:51:44.438373,Ari,Tum,C0591,active,Craft Beer,2,520,0,520,214.3,305.7
O00655,2026-04-02 17:29:44.438373,Siam,Bank,C0477,active,Set Menu,2,360,0,360,207.06,152.94
O01089,2026-04-02 18:22:44.438373,Siam,Bank,C0179,at_risk,Set Menu,3,540,20,520,285.35,234.65
O00485,2026-04-02 19:22:44.438373,Ari,Mek,C0073,at_risk,Craft Beer,1,120,10,110,48.31,61.69
O01085,2026-04-02 19:53:44.438373,Ari,Ploy,C0024,new,Classic Burger,3,450,10,440,261.41,178.59
O02434,2026-04-02 20:29:44.438373,Thonglor,Jane,C0317,active,Set Menu,2,180,0,180,82.74,97.26
O01974,2026-04-02 21:58:44.438373,Thonglor,Bank,C0645,active,Signature Latte,1,150,20,130,70.27,59.73
O00177,2026-04-02 22:25:44.438373,Thonglor,Bank,C0643,active,Set Menu,3,360,10,350,182.76,167.24
O01621,2026-04-02 22:26:44.438373,Thonglor,Jane,C0336,at_risk,Classic Burger,1,150,30,120,55.98,64.02
O01208,2026-04-02 23:20:44.438373,Thonglor,Ploy,C0580,active,Cocktail,2,520,0,520,259.19,260.81
O00978,2026-04-02 23:30:44.438373,Thonglor,Bank,C0490,at_risk,Set Menu,1,90,0,90,53.1,36.9
O01040,2026-04-03 00:18:44.438373,Ari,Nok,C0308,at_risk,Craft Beer,1,120,10,110,50.68,59.32
O01426,2026-04-03 01:06:44.438373,Thonglor,Bank,C0617,at_risk,Protein Shake,3,660,10,650,342.88,307.12
O00405,2026-04-03 01:10:44.438373,Siam,Tum,C0657,active,Protein Shake,2,520,0,520,289.88,230.12
O01545,2026-04-03 01:45:44.438373,Siam,Mek,C0254,at_risk,Set Menu,1,150,30,120,74.34,45.66
O00307,2026-04-03 01:55:44.438373,Ari,Jane,C0514,active,Protein Shake,1,90,20,70,29.49,40.51
O01876,2026-04-03 02:20:44.438373,Siam,Bank,C0535,new,Protein Shake,2,440,0,440,226.53,213.47
O01347,2026-04-03 02:26:44.438373,Ari,Nok,C0550,active,Protein Shake,2,360,0,360,201.21,158.79
O01898,2026-04-03 02:27:44.438373,Siam,Bank,C0527,at_risk,Craft Beer,2,440,30,410,158.66,251.34
O01724,2026-04-03 02:48:44.438373,Ari,Jane,C0516,active,Craft Beer,3,540,30,510,231.22,278.78
O01901,2026-04-03 02:57:44.438373,Ari,Ploy,C0344,active,Cocktail,2,180,0,180,70.21,109.79
O01272,2026-04-03 05:18:44.438373,Siam,Nok,C0202,active,Craft Beer,3,270,20,250,122.98,127.02
O01229,2026-04-03 05:22:44.438373,Thonglor,Bank,C0230,active,Set Menu,2,440,30,410,223.69,186.31
O02052,2026-04-03 06:23:44.438373,Siam,Nok,C0536,at_risk,Cocktail,1,90,20,70,28.93,41.07
O02014,2026-04-03 06:31:44.438373,Thonglor,Tum,C0672,new,Set Menu,2,300,0,300,182.71,117.29
O00665,2026-04-03 06:47:44.438373,Siam,Ploy,C0698,active,Classic Burger,3,780,30,750,342.13,407.87
O02000,2026-04-03 07:00:44.438373,Thonglor,Bank,C0104,active,Signature Latte,1,90,0,90,39.13,50.87
O00616,2026-04-03 07:17:44.438373,Ari,Jane,C0426,at_risk,Craft Beer,1,260,30,230,128.2,101.8
O00417,2026-04-03 07:21:44.438373,Siam,Bank,C0153,at_risk,Cocktail,1,120,0,120,55.88,64.12
O00648,2026-04-03 09:13:44.438373,Siam,Bank,C0180,at_risk,Cocktail,2,520,30,490,291.73,198.27
O00223,2026-04-03 10:50:44.438373,Thonglor,Jane,C0043,active,Classic Burger,3,540,0,540,241.2,298.8
O00037,2026-04-03 12:53:44.438373,Siam,Mek,C0051,active,Cocktail,3,780,20,760,450.52,309.48
O01427,2026-04-03 13:00:44.438373,Siam,Mek,C0403,active,Protein Shake,2,300,10,290,147.3,142.7
O02348,2026-04-03 15:33:44.438373,Siam,Bank,C0146,active,Signature Latte,1,120,20,100,39.0,61.0
O01348,2026-04-03 15:52:44.438373,Siam,Tum,C0043,active,Signature Latte,1,120,10,110,45.84,64.16
O01529,2026-04-03 15:53:44.438373,Siam,Tum,C0275,new,Protein Shake,3,540,0,540,311.24,228.76
O01501,2026-04-03 17:43:44.438373,Thonglor,Tum,C0058,active,Signature Latte,1,90,20,70,29.76,40.24
O02352,2026-04-03 18:20:44.438373,Siam,Nok,C0690,new,Cocktail,1,260,0,260,125.99,134.01
O02251,2026-04-03 18:22:44.438373,Thonglor,Mek,C0081,at_risk,Classic Burger,2,520,0,520,225.8,294.2
O01783,2026-04-03 18:36:44.438373,Siam,Jane,C0673,active,Signature Latte,1,260,20,240,138.45,101.55
O01596,2026-04-03 18:47:44.438373,Siam,Jane,C0074,new,Craft Beer,3,780,30,750,368.16,381.84
O01113,2026-04-03 21:03:44.438373,Ari,Nok,C0212,active,Craft Beer,2,520,10,510,234.05,275.95
O00935,2026-04-03 23:00:44.438373,Siam,Ploy,C0287,active,Craft Beer,1,260,0,260,157.08,102.92
O01406,2026-04-03 23:01:44.438373,Siam,Bank,C0592,active,Craft Beer,1,120,0,120,54.0,66.0
O02261,2026-04-04 00:28:44.438373,Ari,Ploy,C0544,active,Signature Latte,1,260,10,250,99.9,150.1
O00932,2026-04-04 01:13:44.438373,Ari,Jane,C0123,at_risk,Craft Beer,2,240,30,210,91.57,118.43
O00897,2026-04-04 01:20:44.438373,Siam,Bank,C0291,active,Cocktail,1,260,30,230,91.25,138.75
O01921,2026-04-04 01:35:44.438373,Ari,Mek,C0195,new,Protein Shake,2,360,30,330,181.62,148.38
O00884,2026-04-04 01:43:44.438373,Siam,Nok,C0020,at_risk,Craft Beer,2,440,10,430,181.94,248.06
O00346,2026-04-04 01:54:44.438373,Siam,Jane,C0502,at_risk,Classic Burger,2,300,10,290,155.03,134.97
O01547,2026-04-04 03:39:44.438373,Thonglor,Mek,C0366,at_risk,Classic Burger,1,220,20,200,100.86,99.14
O00290,2026-04-04 06:08:44.438373,Siam,Tum,C0265,new,Classic Burger,2,520,30,490,249.79,240.21
O01249,2026-04-04 06:08:44.438373,Siam,Ploy,C0064,active,Craft Beer,3,780,0,780,305.31,474.69
O00251,2026-04-04 06:43:44.438373,Siam,Nok,C0119,at_risk,Set Menu,2,240,20,220,93.17,126.83
O02017,2026-04-04 06:45:44.438373,Ari,Ploy,C0495,active,Craft Beer,2,180,0,180,69.78,110.22
O02500,2026-04-04 07:09:44.438373,Siam,Bank,C0395,at_risk,Protein Shake,3,660,30,630,302.38,327.62
O01375,2026-04-04 08:44:44.438373,Siam,Bank,C0185,at_risk,Classic Burger,1,150,0,150,69.54,80.46
O01546,2026-04-04 10:30:44.438373,Siam,Mek,C0035,at_risk,Set Menu,3,540,30,510,300.4,209.6
O02053,2026-04-04 11:28:44.438373,Ari,Nok,C0340,new,Classic Burger,1,120,10,110,67.81,42.19
O01517,2026-04-04 11:48:44.438373,Ari,Bank,C0664,at_risk,Signature Latte,3,540,0,540,241.44,298.56
O00164,2026-04-04 14:01:44.438373,Ari,Tum,C0501,active,Protein Shake,2,360,0,360,154.13,205.87
O01058,2026-04-04 17:25:44.438373,Thonglor,Ploy,C0560,new,Protein Shake,1,90,10,80,40.66,39.34
O00559,2026-04-04 18:54:44.438373,Siam,Ploy,C0066,active,Cocktail,3,360,0,360,208.38,151.62
O00583,2026-04-04 19:54:44.438373,Siam,Bank,C0537,active,Signature Latte,1,180,30,150,89.83,60.17
O00938,2026-04-04 20:30:44.438373,Ari,Bank,C0010,active,Classic Burger,3,360,10,350,133.78,216.22
O02038,2026-04-04 21:16:44.438373,Ari,Nok,C0569,active,Protein Shake,2,300,30,270,156.83,113.17
O00012,2026-04-04 22:13:44.438373,Thonglor,Nok,C0613,at_risk,Protein Shake,2,300,20,280,149.24,130.76
O02475,2026-04-04 22:40:44.438373,Thonglor,Bank,C0102,at_risk,Classic Burger,1,120,0,120,56.97,63.03
O01568,2026-04-04 23:02:44.438373,Thonglor,Mek,C0197,new,Craft Beer,3,780,10,770,317.93,452.07
O01569,2026-04-04 23:10:44.438373,Siam,Tum,C0136,active,Classic Burger,2,240,30,210,85.78,124.22
O00184,2026-04-04 23:49:44.438373,Siam,Tum,C0642,new,Set Menu,2,520,20,500,254.79,245.21
O00551,2026-04-05 03:16:44.438373,Ari,Jane,C0498,active,Signature Latte,3,360,10,350,164.08,185.92
O01323,2026-04-05 06:51:44.438373,Siam,Nok,C0541,new,Craft Beer,2,520,30,490,259.41,230.59
O00142,2026-04-05 06:55:44.438373,Thonglor,Tum,C0243,active,Craft Beer,1,180,20,160,69.7,90.3
O01513,2026-04-05 07:05:44.438373,Siam,Bank,C0614,active,Classic Burger,2,360,10,350,209.76,140.24
O01891,2026-04-05 14:00:44.438373,Ari,Bank,C0443,at_risk,Set Menu,2,240,20,220,119.35,100.65
O01791,2026-04-05 14:40:44.438373,Thonglor,Bank,C0661,active,Craft Beer,2,240,20,220,96.65,123.35
O02447,2026-04-05 14:51:44.438373,Siam,Bank,C0600,new,Protein Shake,1,260,0,260,145.34,114.66
O00941,2026-04-05 15:36:44.438373,Ari,Bank,C0568,new,Set Menu,1,260,10,250,114.24,135.76
O02304,2026-04-05 16:42:44.438373,Thonglor,Bank,C0266,active,Protein Shake,1,150,20,130,69.39,60.61
O01381,2026-04-05 16:49:44.438373,Ari,Mek,C0017,at_risk,Craft Beer,1,120,30,90,46.4,43.6
O01637,2026-04-05 17:44:44.438373,Siam,Mek,C0223,at_risk,Set Menu,2,360,20,340,137.0,203.0
O00443,2026-04-05 18:02:44.438373,Thonglor,Tum,C0217,at_risk,Protein Shake,2,300,30,270,143.43,126.57
O01926,2026-04-05 20:08:44.438373,Thonglor,Tum,C0396,new,Signature Latte,1,150,30,120,46.25,73.75
O01277,2026-04-05 21:32:44.438373,Ari,Bank,C0373,at_risk,Protein Shake,1,260,20,240,138.62,101.38
O00542,2026-04-05 22:04:44.438373,Ari,Jane,C0112,new,Protein Shake,1,90,0,90,48.73,41.27
O01466,2026-04-05 22:30:44.438373,Siam,Bank,C0498,active,Cocktail,1,90,0,90,41.71,48.29
O01350,2026-04-05 22:47:44.438373,Ari,Mek,C0350,active,Cocktail,2,300,10,290,129.32,160.68
O00940,2026-04-05 22:58:44.438373,Ari,Nok,C0516,at_risk,Signature Latte,3,780,10,770,381.32,388.68
O02049,2026-04-06 00:10:44.438373,Siam,Jane,C0579,active,Protein Shake,2,240,20,220,107.49,112.51
O02097,2026-04-06 00:43:44.438373,Thonglor,Nok,C0001,new,Signature Latte,2,300,0,300,162.72,137.28
O00881,2026-04-06 01:56:44.438373,Ari,Jane,C0266,active,Signature Latte,1,120,20,100,58.69,41.31
O00649,2026-04-06 02:26:44.438373,Siam,Ploy,C0069,new,Protein Shake,1,150,20,130,76.53,53.47
O00683,2026-04-06 02:55:44.438373,Thonglor,Jane,C0300,active,Classic Burger,3,780,20,760,343.13,416.87
O02267,2026-04-06 03:42:44.438373,Thonglor,Mek,C0388,active,Signature Latte,2,520,0,520,238.93,281.07
O00304,2026-04-06 03:46:44.438373,Siam,Bank,C0658,new,Cocktail,1,150,30,120,69.49,50.51
O01318,2026-04-06 03:50:44.438373,Thonglor,Mek,C0587,active,Craft Beer,2,520,10,510,201.74,308.26
O01882,2026-04-06 04:03:44.438373,Siam,Jane,C0092,at_risk,Protein Shake,1,220,30,190,88.06,101.94
O01871,2026-04-06 04:31:44.438373,Thonglor,Jane,C0323,at_risk,Protein Shake,1,220,20,200,82.99,117.01
O01538,2026-04-06 05:17:44.438373,Siam,Mek,C0542,at_risk,Protein Shake,2,180,10,170,67.92,102.08
O01114,2026-04-06 06:08:44.438373,Ari,Mek,C0105,at_risk,Protein Shake,1,90,20,70,30.32,39.68
O02212,2026-04-06 07:54:44.438373,Siam,Nok,C0574,active,Set Menu,3,780,20,760,288.88,471.12
O02106,2026-04-06 08:16:44.438373,Ari,Mek,C0598,active,Set Menu,1,90,20,70,37.66,32.34
